Year,Quarter,Product Model,5G Capability,Region,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Profit,time_id,product_id,region_id,fact_id
2019,Q2,Galaxy A73 5G,Yes,North America,39191,19631909.34,3.35,100.83,49.18,59.84,53.2,3926381.8680000002,2,8,4,383
2019,Q2,Galaxy Z Fold2 5G,Yes,North America,11320,36678245.92,5.99,50.12,43.18,251.51,88.81,7335649.184,2,9,4,384
2019,Q2,Galaxy Z Flip3 5G,Yes,North America,31105,12818738.02,4.77,93.04,20.52,110.55,73.07,2563747.6040000003,2,10,4,385
2019,Q2,Galaxy S22 5G,Yes,Middle East & Africa,24185,52192972.55,2.95,40.55,46.73,200.47,83.06,10438594.51,2,11,3,386
2019,Q2,Galaxy Z Fold3 5G,Yes,Latin America,8422,11292488.05,6,55.76,30.55,170.31,78.44,2258497.6100000003,2,12,2,387
2019,Q2,Galaxy A14 5G,Yes,North America,56397,18390883.85,6.11,7.096.000.000.000.000,23.8,167.75,55.21,3678176.7700000005,2,13,4,388
2019,Q2,Galaxy S23 5G,Yes,North America,36613,63070767.79,3.25,83.96,13.22,280.73,75.51,12614153.558,2,14,4,389
2019,Q2,Galaxy Z Flip5 5G,Yes,Latin America,12030,33549565.92,5.82,48.62,36.32,227.63,91.79,6709913.184,2,15,2,390
2019,Q3,Galaxy S10,No,North America,27112,27051337.74,3.78,61.35,47.48,152.0,50.23,5410267.548,3,1,4,391
2019,Q3,Galaxy Note10,No,Middle East & Africa,28788,10130230.56,1.38,25.88,6.92,129.04,46.41,2026046.1120000002,3,2,3,392
2019,Q3,Galaxy S20,No,Asia-Pacific,29329,11066723.12,1.23,57.98,32.34,132.81,77.31,2213344.624,3,3,1,393
2019,Q3,Galaxy Note20,No,Latin America,12535,28466176.11,02.09,55.61,31.12,111.28,47.14,5693235.222,3,4,2,394
2019,Q3,Galaxy S21,No,Europe,20683,15828498.96,3.400.000.000.000.000,30.32,-0.65,239.67,46.13,3165699.7920000004,3,5,5,395
2019,Q3,Galaxy A32 5G,Yes,Europe,57404,22248956.96,6.12,83.5,46.57,211.08,58.89,4449791.392,3,6,5,396
2019,Q3,Galaxy A52 5G,Yes,Latin America,56869,,6.12,102.54,21.09,83.18,94.7,0.0,3,7,2,397
2019,Q3,Galaxy A73 5G,Yes,Asia-Pacific,6542,13222480.68,3.5,88.84,26.74,115.63,54.75,2644496.136,3,8,1,398
2019,Q3,Galaxy Z Fold2 5G,Yes,Asia-Pacific,57951,41600297.39,2.72,55.58,17.57,184.77,67.9,8320059.478,3,9,1,399
2019,Q3,Galaxy Z Flip3 5G,Yes,Europe,25004,28940719.49,6.33,45.56,44.29,124.19,54.15,5788143.898,3,10,5,400
2019,Q3,Galaxy S22 5G,Yes,Middle East & Africa,15756,19796585.92,3.58,76.64,36.22,206.39,88.16,3959317.1840000004,3,11,3,401
2019,Q3,Galaxy Z Fold3 5G,Yes,Middle East & Africa,56418,53656997.8,6.91,54.03,24.27,61.49,87.97,10731399.56,3,12,3,402
2019,Q3,Galaxy A14 5G,Yes,North America,30819,60274563.34,3.44,41.17,26.42,199.68,61.6,12054912.668000001,3,13,4,403
2019,Q3,Galaxy S23 5G,Yes,Latin America,18284,26788292.56,6.45,80,23.63,137.73,81.32,5357658.512,3,14,2,404
2019,Q3,Galaxy Z Flip5 5G,Yes,Latin America,48617,,6.48,91.79,54.94,88.28,82.55,0.0,3,15,2,405
2019,Q4,Galaxy S10,No,North America,30040,34166065.19,15.699.999.999.999.900,28.49,47.01,243.47,58.24,6833213.038,4,1,4,406
2019,Q4,Galaxy Note10,No,Europe,40978,52202051.46,3.400.000.000.000.000,39.98,44.96,130.25,45.44,10440410.292000001,4,2,5,407
2019,Q4,Galaxy S20,No,Europe,46113,23485210.48,1.89,69.9,13.34,167.31,45.48,4697042.096,4,3,5,408
2019,Q4,Galaxy Note20,No,Middle East & Africa,8438,35324703.52,2.29,80.9,10.53,80.15,75.72,7064940.704000001,4,4,3,409
2019,Q4,Galaxy S21,No,Europe,23500,33337345.93,3.74,33.06,18.7,73.31,70.74,6667469.186000001,4,5,5,410
2019,Q4,Galaxy A32 5G,Yes,Latin America,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,4347951.1680000005,4,6,2,411
2019,Q4,Galaxy A52 5G,Yes,North America,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,13965468.884000001,4,7,4,412
2019,Q4,Galaxy A73 5G,Yes,Middle East & Africa,37612,34802846.64,2.53,6.646.000.000.000.000,24.02,120.07,87.24,6960569.328000001,4,8,3,413
2019,Q4,Galaxy Z Fold2 5G,Yes,Asia-Pacific,31445,62662104.5,4.859.999.999.999.990,61.44,27.46,183.03,72.21,12532420.9,4,9,1,414
2019,Q4,Galaxy Z Flip3 5G,Yes,Latin America,34541,23308775.82,4.029.999.999.999.990,59.35,8.370.000.000.000.000,138.67,80.35,4661755.164,4,10,2,415
2019,Q4,Galaxy S22 5G,Yes,Asia-Pacific,6719,38311286.36,5.38,42.55,50.32,110.97,87.8,7662257.272,4,11,1,416
2019,Q4,Galaxy Z Fold3 5G,Yes,North America,32919,38143238.39,6.62,79.48,45.85,295.62,58.71,7628647.678,4,12,4,417
2019,Q4,Galaxy A14 5G,Yes,Europe,46371,71988709.97,3.21,88.89,48.87,265.71,90.81,14397741.994,4,13,5,418
2019,Q4,Galaxy S23 5G,Yes,Asia-Pacific,40084,,6.33,42.8,48.55,156.88,53.55,0.0,4,14,1,419
2019,Q4,Galaxy Z Flip5 5G,Yes,Latin America,20192,14639182.7,4.609.999.999.999.990,48.26,50.86,195.2,60.91,2927836.54,4,15,2,420
2020,Q1,Galaxy S10,No,Europe,17825,37347187.77,1.599.999.999.999.990,62.97,26.44,245.48,75.23,7469437.554000001,5,1,5,421
2020,Q1,Galaxy Note10,No,Latin America,21472,34965645.31,0.25,49.22,24.99,247.01,80.17,6993129.062000001,5,2,2,422
2020,Q1,Galaxy S20,No,North America,35641,48775290.39,3.88,60.510.000.000.000.000,6.1,196.59,78.94,9755058.078,5,3,4,423
2020,Q1,Galaxy Note20,No,Latin America,18960,25972084.14,0.53,72.69,26.51,157.1,53.68,5194416.828000001,5,4,2,424
2020,Q1,Galaxy S21,No,Latin America,18546,42315159.99,1.81,58.09,33.08,110.9,49.63,8463031.998000002,5,5,2,425
2020,Q1,Galaxy A32 5G,Yes,Asia-Pacific,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,3717746.0740000005,5,6,1,426
2020,Q1,Galaxy A52 5G,Yes,Middle East & Africa,49662,52134225.08,2.9,96.42,52.2,187.23,76.5,10426845.016,5,7,3,427
2020,Q1,Galaxy A73 5G,Yes,Middle East & Africa,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,2150426.832,5,8,3,428
2020,Q1,Galaxy Z Fold2 5G,Yes,Asia-Pacific,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,11200448.858000001,5,9,1,429
2020,Q1,Galaxy Z Flip3 5G,Yes,Latin America,58199,35481161.41,5.66,42.96,27.95,151.66,52.29,7096232.282,5,10,2,430
2020,Q1,Galaxy S22 5G,Yes,Latin America,40807,28409469.32,03.04,47.56,33.59,95.38,57.91,5681893.864,5,11,2,431
2020,Q1,Galaxy Z Fold3 5G,Yes,North America,27476,29188076.98,4.96,54.96,34.620.000.000.000.000,228.07,69.24,5837615.396000001,5,12,4,432
2020,Q1,Galaxy A14 5G,Yes,Middle East & Africa,25491,13470114.8,6.6,70,41.55,54.56,66.45,2694022.9600000004,5,13,3,433
2020,Q1,Galaxy S23 5G,Yes,North America,57319,64038833.05,5.25,98.77,44.44,187.76,51.45,12807766.61,5,14,4,434
2020,Q1,Galaxy Z Flip5 5G,Yes,North America,53118,71564619.92,4.21,103.57,52.17,120.41,76.81,14312923.984000001,5,15,4,435
2020,Q2,Galaxy S10,No,Latin America,21197,22480526.16,1.84,39.26,10.62,193.23,38.5,4496105.232,6,1,2,436
2020,Q2,Galaxy Note10,No,Europe,8785,16339172.24,-0.36,50.5,16.16,96.06,70.49,3267834.4480000003,6,2,5,437
2020,Q2,Galaxy S20,No,Europe,43775,10852645.86,2.71,42.03,29.43,282.82,64.08,2170529.172,6,3,5,438
2020,Q2,Galaxy Note20,No,Latin America,29178,41803911.05,2.59,47.84,16.52,134.32,74.93,8360782.21,6,4,2,439
2020,Q2,Galaxy S21,No,Asia-Pacific,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,6584513.248,6,5,1,440
2020,Q2,Galaxy A32 5G,Yes,North America,51214,22604101.45,3.88,98.74,29.87,153.45,54.94,4520820.29,6,6,4,441
2020,Q2,Galaxy A52 5G,Yes,Europe,58086,50254952.18,6.19,46.93,40.93,130.68,54.46,10050990.436,6,7,5,442
2020,Q2,Galaxy A73 5G,Yes,Middle East & Africa,63974,66783552.34,4.99,43.38,39.44,264.15,79.22,13356710.468000002,6,8,3,443
2020,Q2,Galaxy Z Fold2 5G,Yes,North America,47829,,3.59,88.79,32.57,175.9,45.25,0.0,6,9,4,444
2020,Q2,Galaxy Z Flip3 5G,Yes,Europe,41163,19005446.11,4.79,51.77,44.26,210.86,88.02,3801089.222,6,10,5,445
2020,Q2,Galaxy S22 5G,Yes,North America,27381,65294982.83,2.65,62.02,25.37,130.24,86.46,13058996.566,6,11,4,446
2020,Q2,Galaxy Z Fold3 5G,Yes,Latin America,61462,,5.779.999.999.999.990,89.44,51.04,280.82,85.04,0.0,6,12,2,447
2020,Q2,Galaxy A14 5G,Yes,Latin America,10455,27982805.1,6.83,69.1,10.39,105.02,75.93,5596561.0200000005,6,13,2,448
2020,Q2,Galaxy S23 5G,Yes,Latin America,53896,,3.17,75.16,22.74,92.93,86.89,0.0,6,14,2,449
2020,Q2,Galaxy Z Flip5 5G,Yes,Asia-Pacific,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,15841532.868,6,15,1,450
2020,Q3,Galaxy S10,No,Middle East & Africa,27328,31739575.95,-0.42,68.61,19.37,57.25,41.31,6347915.19,7,1,3,451
2020,Q3,Galaxy Note10,No,Europe,38772,27841226.88,34.800.000.000.000.000,60.92,27.62,136.07,84.47,5568245.376,7,2,5,452
2020,Q3,Galaxy S20,No,North America,7511,31385211.28,1.48,60,16.800.000.000.000.000,52.52,85.45,6277042.256000001,7,3,4,453
2020,Q3,Galaxy Note20,No,Middle East & Africa,16212,59842662.15,3.600.000.000.000.000,81.98,6.720.000.000.000.000,59.98,45.43,11968532.43,7,4,3,454
2020,Q3,Galaxy S21,No,Middle East & Africa,44767,,2.66,65.67,24.92,94.9,53.63,0.0,7,5,3,455
2020,Q3,Galaxy A32 5G,Yes,Asia-Pacific,29628,,5.109.999.999.999.990,88.32,13.49,66.69,63.04,0.0,7,6,1,456
2020,Q3,Galaxy A52 5G,Yes,North America,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,4713459.566,7,7,4,457
2020,Q3,Galaxy A73 5G,Yes,Europe,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,3231788.89,7,8,5,458
2020,Q3,Galaxy Z Fold2 5G,Yes,Middle East & Africa,33872,60050676.8,2.94,88.63,27.11,186.09,61.17,12010135.36,7,9,3,459
2020,Q3,Galaxy Z Flip3 5G,Yes,Latin America,56598,,6.61,77.65,26.15,69.04,88.7,0.0,7,10,2,460
2020,Q3,Galaxy S22 5G,Yes,Europe,8082,53518254.12,3.35,102.49,49.53,289.41,93.02,10703650.824000001,7,11,5,461
2020,Q3,Galaxy Z Fold3 5G,Yes,Latin America,53108,8982957.78,06.02,47.8,32.45,100.39,59.44,1796591.5559999999,7,12,2,462
2020,Q3,Galaxy A14 5G,Yes,Europe,42820,,6.58,41.010.000.000.000.000,18.12,169.67,79.56,0.0,7,13,5,463
2020,Q3,Galaxy S23 5G,Yes,Europe,55164,,4.77,48.66,29.6,94.48,55.85,0.0,7,14,5,464
2020,Q3,Galaxy Z Flip5 5G,Yes,North America,12993,,3.67,53.23,49.96,236.45,87.73,0.0,7,15,4,465
2020,Q4,Galaxy S10,No,North America,49522,13749933.39,0.73,68.38,46.89,221.54,67.28,2749986.6780000003,8,1,4,466
2020,Q4,Galaxy Note10,No,Asia-Pacific,35672,43822054.96,8.400.000.000.000.000,44.22,46.9,285.05,50.09,8764410.992,8,2,1,467
2020,Q4,Galaxy S20,No,Middle East & Africa,23896,18747121.28,-0.49,32.09,10.83,225.49,56.78,3749424.2560000005,8,3,3,468
2020,Q4,Galaxy Note20,No,North America,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,3924354.122,8,4,4,469
2020,Q4,Galaxy S21,No,Latin America,11913,41627181.2,-0.35,64.46,8.399.999.999.999.990,155.16,44.89,8325436.240000001,8,5,2,470
2020,Q4,Galaxy A32 5G,Yes,Asia-Pacific,39692,34859771.57,6.62,87.81,39.64,189.6,62.18,6971954.314,8,6,1,471
2020,Q4,Galaxy A52 5G,Yes,North America,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,6469891.08,8,7,4,472
2020,Q4,Galaxy A73 5G,Yes,Asia-Pacific,8115,44826833.53,4.65,62.42,41.52,295.85,48.71,8965366.706,8,8,1,473
2020,Q4,Galaxy Z Fold2 5G,Yes,Europe,52951,13524137.65,2.83,73.07,27.79,52.85,70.84,2704827.5300000003,8,9,5,474
2020,Q4,Galaxy Z Flip3 5G,Yes,Middle East & Africa,40353,16476389.24,03.06,46.41,21.11,194.98,54.61,3295277.848,8,10,3,475
2020,Q4,Galaxy S22 5G,Yes,North America,26015,,5.19,92.87,45.67,248.52,85.87,0.0,8,11,4,476
2020,Q4,Galaxy Z Fold3 5G,Yes,North America,11163,,3.84,40.71,45.09,122.22,83.63,0.0,8,12,4,477
2020,Q4,Galaxy A14 5G,Yes,North America,36975,33358884.74,5.359.999.999.999.990,74.28,33.57,72.54,57.77,6671776.948,8,13,4,478
2020,Q4,Galaxy S23 5G,Yes,Latin America,28163,76740547.76,6.5,49.19,23.05,154.42,78.77,15348109.552000001,8,14,2,479
2020,Q4,Galaxy Z Flip5 5G,Yes,Middle East & Africa,49246,5030391.84,06.07,51.07,47.75,137.42,71.5,1006078.368,8,15,3,480
2021,Q1,Galaxy S10,No,North America,44456,14331275.99,6.499.999.999.999.990,61.11,40.37,129.5,66.93,2866255.1980000003,9,1,4,481
2021,Q1,Galaxy Note10,No,Europe,6548,54168172.52,2.64,63.010.000.000.000.000,17.85,279.58,73.97,10833634.504,9,2,5,482
2021,Q1,Galaxy S20,No,Middle East & Africa,36129,28657040.44,0.49,60.6,15.699.999.999.999.900,209.38,62.41,5731408.088,9,3,3,483
2021,Q1,Galaxy Note20,No,Europe,36476,,3.999.999.999.999.990,67.05,29.96,138.12,52.54,0.0,9,4,5,484
2021,Q1,Galaxy S21,No,Middle East & Africa,34090,,3.54,71.27,41.68,171.59,50.17,0.0,9,5,3,485
2021,Q1,Galaxy A32 5G,Yes,Middle East & Africa,30278,12377641.48,3.86,40.510.000.000.000.000,51.79,184.8,61.75,2475528.296,9,6,3,486
2021,Q1,Galaxy A52 5G,Yes,Latin America,57898,19848318.31,4.43,45.27,23.12,277.65,55.07,3969663.662,9,7,2,487
2021,Q1,Galaxy A73 5G,Yes,Europe,44847,14310727.31,05.07,66.56,16.83,97.53,53.5,2862145.4620000003,9,8,5,488
2021,Q1,Galaxy Z Fold2 5G,Yes,Asia-Pacific,6557,41433407.51,2.69,94.68,54.35,127.45,85.11,8286681.502,9,9,1,489
2021,Q1,Galaxy Z Flip3 5G,Yes,Europe,58334,67042799.4,06.02,90.08,10.35,102.66,60.11,13408559.88,9,10,5,490
2021,Q1,Galaxy S22 5G,Yes,North America,42025,46339655.03,4.66,82.85,36.11,176.96,71.11,9267931.006000001,9,11,4,491
2021,Q1,Galaxy Z Fold3 5G,Yes,Asia-Pacific,8612,30287874.85,3.62,54.88,52.25,288.87,72.55,6057574.970000001,9,12,1,492
2021,Q1,Galaxy A14 5G,Yes,Europe,33689,37582037.58,06.06,97.44,25.59,133.77,92.93,7516407.516,9,13,5,493
2021,Q1,Galaxy S23 5G,Yes,Latin America,60093,,3.24,68.56,48.17,130.83,75.69,0.0,9,14,2,494
2021,Q1,Galaxy Z Flip5 5G,Yes,Asia-Pacific,50612,24547804.33,4.38,76.13,16.43,58.21,60.85,4909560.865999999,9,15,1,495
2021,Q2,Galaxy S10,No,North America,33392,40200175.95,-0.14,69.32,24.76,255.14,39.33,8040035.190000001,10,1,4,496
2021,Q2,Galaxy Note10,No,North America,20351,10720475.02,3.45,77.71,3.3,285.13,73.56,2144095.004,10,2,4,497
2021,Q2,Galaxy S20,No,North America,9689,18237818.16,-0.39,45.74,39.58,291.06,65.82,3647563.632,10,3,4,498
2021,Q2,Galaxy Note20,No,Latin America,19360,21067765.94,0.71,72.25,24.64,119.68,71.1,4213553.188,10,4,2,499
2021,Q2,Galaxy S21,No,Asia-Pacific,41937,10442280.66,-0.2,67,23.33,106.63,42.6,2088456.1320000002,10,5,1,500
2021,Q2,Galaxy A32 5G,Yes,Middle East & Africa,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,3595423.03,10,6,3,501
2021,Q2,Galaxy A52 5G,Yes,Middle East & Africa,36653,38555751.19,4.34,88.65,27.12,280.3,66,7711150.238,10,7,3,502
2021,Q2,Galaxy A73 5G,Yes,Asia-Pacific,61958,,4.58,59.36,24.48,62.63,92.83,0.0,10,8,1,503
2021,Q2,Galaxy Z Fold2 5G,Yes,Latin America,6501,38321092.72,5.279.999.999.999.990,74.46,32.11,93.6,93.25,7664218.544,10,9,2,504
2021,Q2,Galaxy Z Flip3 5G,Yes,Europe,31267,31015491.11,31.100.000.000.000.000,75.22,36.29,75.66,48.08,6203098.222,10,10,5,505
2021,Q2,Galaxy S22 5G,Yes,North America,27446,,5.890.000.000.000.000,93.07,25.38,199.61,89.51,0.0,10,11,4,506
2021,Q2,Galaxy Z Fold3 5G,Yes,Latin America,60479,,4.359.999.999.999.990,41.23,45.34,215.46,49.82,0.0,10,12,2,507
2021,Q2,Galaxy A14 5G,Yes,Europe,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,3151668.91,10,13,5,508
2021,Q2,Galaxy S23 5G,Yes,Latin America,53719,32766472.26,2.82,96.44,40.48,160.45,71.77,6553294.4520000005,10,14,2,509
2021,Q2,Galaxy Z Flip5 5G,Yes,Middle East & Africa,34710,17998844.95,5.279.999.999.999.990,61.27,11.75,237.56,76.8,3599768.99,10,15,3,510
2021,Q3,Galaxy S10,No,Asia-Pacific,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,3721788.2020000005,11,1,1,511
2021,Q3,Galaxy Note10,No,Europe,34903,18518248.49,02.05,53.32,5.41,217.97,54.81,3703649.698,11,2,5,512
2021,Q3,Galaxy S20,No,Latin America,35996,23537405.35,3.53,37.57,31.68,291.12,85.21,4707481.07,11,3,2,513
2021,Q3,Galaxy Note20,No,Latin America,42820,29532856.46,-0.47,68.24,19.11,188.16,46.5,5906571.292,11,4,2,514
2021,Q3,Galaxy S21,No,Middle East & Africa,28881,21441364.65,6.599.999.999.999.990,41.69,44.53,269.38,59.06,4288272.93,11,5,3,515
2021,Q3,Galaxy A32 5G,Yes,Middle East & Africa,55419,10737537.96,2.59,68.8,35.980.000.000.000.000,196.85,72.96,2147507.592,11,6,3,516
2021,Q3,Galaxy A52 5G,Yes,Europe,7872,,4.109.999.999.999.990,54.57,44.85,202.32,88.65,0.0,11,7,5,517
2021,Q3,Galaxy A73 5G,Yes,Middle East & Africa,24758,51101597.95,4.720.000.000.000.000,98.62,35.629.999.999.999.900,259.73,81.14,10220319.590000002,11,8,3,518
2021,Q3,Galaxy Z Fold2 5G,Yes,Asia-Pacific,50384,16798329.65,4.359.999.999.999.990,89.43,51.51,132.01,80.99,3359665.9299999997,11,9,1,519
2021,Q3,Galaxy Z Flip3 5G,Yes,North America,8281,15827206.45,2.87,97.24,49.02,297.81,77.33,3165441.29,11,10,4,520
2021,Q3,Galaxy S22 5G,Yes,Middle East & Africa,54330,37269680.39,06.02,48.4,15.34,212.64,88.87,7453936.078000001,11,11,3,521
2021,Q3,Galaxy Z Fold3 5G,Yes,Europe,32683,,4.859.999.999.999.990,53.85,21.86,99.2,71.55,0.0,11,12,5,522
2021,Q3,Galaxy A14 5G,Yes,Asia-Pacific,58052,45303231.34,5.93,82.65,33.54,271.18,90.26,9060646.268000001,11,13,1,523
2021,Q3,Galaxy S23 5G,Yes,Europe,28022,33044277.48,3.7,91.77,8.11,274.8,87,6608855.496,11,14,5,524
2021,Q3,Galaxy Z Flip5 5G,Yes,Asia-Pacific,55987,,2.81,47.52,46.97,166.12,82.49,0.0,11,15,1,525
2021,Q4,Galaxy S10,No,Asia-Pacific,5309,30375439.56,-0.17,38.35,33.49,297.3,66.82,6075087.9120000005,12,1,1,526
2021,Q4,Galaxy Note10,No,North America,39415,15774523.4,34.400.000.000.000.000,72.4,38.09,242.8,86.48,3154904.68,12,2,4,527
2021,Q4,Galaxy S20,No,Latin America,7734,10384187.42,2.43,37.34,20.93,122.97,82.42,2076837.4840000002,12,3,2,528
2021,Q4,Galaxy Note20,No,Europe,40180,,3.22,52.55,44.45,97.8,53.34,0.0,12,4,5,529
2021,Q4,Galaxy S21,No,Middle East & Africa,39509,57709591.71,4.399.999.999.999.990,52.43,9.26,214.47,84.68,11541918.342,12,5,3,530
2021,Q4,Galaxy A32 5G,Yes,Middle East & Africa,7653,25848407.75,6.33,6.602.000.000.000.000,9.81,183.48,54.28,5169681.550000001,12,6,3,531
2021,Q4,Galaxy A52 5G,Yes,Asia-Pacific,10112,41338291.91,3.44,40.870.000.000.000.000,37.22,93.6,72.67,8267658.381999999,12,7,1,532
2021,Q4,Galaxy A73 5G,Yes,North America,63494,10304716.72,3.98,74.63,53.48,296.12,93.14,2060943.3440000003,12,8,4,533
2021,Q4,Galaxy Z Fold2 5G,Yes,Europe,40197,47733241.81,4.21,63.71,37.93,70.52,74.59,9546648.362000002,12,9,5,534
2021,Q4,Galaxy Z Flip3 5G,Yes,Asia-Pacific,28000,39976458.88,6.67,56.79,11.35,240.77,51.48,7995291.776000001,12,10,1,535
2021,Q4,Galaxy S22 5G,Yes,Latin America,30537,,6.26,48.75,15.75,162.28,6.474.000.000.000.000,0.0,12,11,2,536
2021,Q4,Galaxy Z Fold3 5G,Yes,Europe,16890,,33.600.000.000.000.000,73.7,27.02,202.39,52.08,0.0,12,12,5,537
2021,Q4,Galaxy A14 5G,Yes,Asia-Pacific,50895,58673135.23,5.33,57.73,31.67,226.07,94.36,11734627.046,12,13,1,538
2021,Q4,Galaxy S23 5G,Yes,Asia-Pacific,14293,84264943.84,3.84,95.98,19.39,139.82,81.79,16852988.768000003,12,14,1,539
2021,Q4,Galaxy Z Flip5 5G,Yes,Europe,18172,,5.16,68.44,22.27,184.61,68.86,0.0,12,15,5,540
2022,Q1,Galaxy S10,No,Europe,23678,23302026.23,5.800.000.000.000.000,45.61,43.79,156.56,72.06,4660405.246,13,1,5,541
2022,Q1,Galaxy Note10,No,Latin America,24682,,3.89,65.35,41.22,202.74,65.05,0.0,13,2,2,542
2022,Q1,Galaxy S20,No,North America,49869,25015561.71,-0.1,66.77,25.65,137.77,75.23,5003112.342,13,3,4,543
2022,Q1,Galaxy Note20,No,North America,5718,47611430.59,34.000.000.000.000.000,60.400.000.000.000.000,15.37,128.61,41.67,9522286.118,13,4,4,544
2022,Q1,Galaxy S21,No,North America,35233,10414206.28,02.01,84.7,12.7,92.35,51.97,2082841.256,13,5,4,545
2022,Q1,Galaxy A32 5G,Yes,Europe,41857,71129083.79,4.859.999.999.999.990,73.91,45.53,173.38,53.59,14225816.758000001,13,6,5,546
2022,Q1,Galaxy A52 5G,Yes,Europe,33814,62983632.7,45.600.000.000.000.000,57.41,21.53,170.67,72.61,12596726.540000001,13,7,5,547
2022,Q1,Galaxy A73 5G,Yes,Europe,35418,14482116.28,04.01,91.45,65.600.000.000.000.000,157.75,57.04,2896423.256,13,8,5,548
2022,Q1,Galaxy Z Fold2 5G,Yes,Europe,39933,18632947.1,2.56,91.48,41.08,272.72,57.82,3726589.4200000004,13,9,5,549
2022,Q1,Galaxy Z Flip3 5G,Yes,Middle East & Africa,6800,,6.1,52.04,54.21,81.93,52.88,0.0,13,10,3,550
2022,Q1,Galaxy S22 5G,Yes,Latin America,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,10514208.334,13,11,2,551
2022,Q1,Galaxy Z Fold3 5G,Yes,Latin America,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,3132291.316,13,12,2,552
2022,Q1,Galaxy A14 5G,Yes,North America,27735,60038350.75,6.4,42.86,50.44,118.36,80.72,12007670.15,13,13,4,553
2022,Q1,Galaxy S23 5G,Yes,Asia-Pacific,51810,,5.73,51.7,7.359.999.999.999.990,174.15,73.56,0.0,13,14,1,554
2022,Q1,Galaxy Z Flip5 5G,Yes,Latin America,46166,19455487.42,4.54,59.94,13.25,195.16,74.46,3891097.4840000006,13,15,2,555
2022,Q2,Galaxy S10,No,Latin America,47075,9011313.36,31.500.000.000.000.000,87.8,23.96,79.96,66.24,1802262.672,14,1,2,556
2022,Q2,Galaxy Note10,No,North America,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,2837029.9760000003,14,2,4,557
2022,Q2,Galaxy S20,No,Asia-Pacific,22036,14156370.64,2.12,60.31,-0.89,298.7,43.46,2831274.1280000005,14,3,1,558
2022,Q2,Galaxy Note20,No,Europe,31388,15148576.49,34.400.000.000.000.000,67,45.8,92.32,39.57,3029715.2980000004,14,4,5,559
2022,Q2,Galaxy S21,No,North America,33806,,-0.23,77.31,47.51,129.7,78.41,0.0,14,5,4,560
2022,Q2,Galaxy A32 5G,Yes,Middle East & Africa,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,6802192.918000001,14,6,3,561
2022,Q2,Galaxy A52 5G,Yes,Latin America,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,11235214.332,14,7,2,562
2022,Q2,Galaxy A73 5G,Yes,Europe,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,5937160.846000001,14,8,5,563
2022,Q2,Galaxy Z Fold2 5G,Yes,Asia-Pacific,10415,16056993.77,2.85,87.84,42.48,160.24,51.79,3211398.754,14,9,1,564
2022,Q2,Galaxy Z Flip3 5G,Yes,Latin America,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,8683394.89,14,10,2,565
2022,Q2,Galaxy S22 5G,Yes,Middle East & Africa,17217,31929959.75,3.68,41.36,32,291.72,45.78,6385991.95,14,11,3,566
2022,Q2,Galaxy Z Fold3 5G,Yes,North America,53719,15328592.42,3.88,79.25,36.07,286.49,48.06,3065718.484,14,12,4,567
2022,Q2,Galaxy A14 5G,Yes,Middle East & Africa,58156,45419753.7,4.279.999.999.999.990,88.11,44.95,232.59,86.74,9083950.74,14,13,3,568
2022,Q2,Galaxy S23 5G,Yes,Asia-Pacific,33117,,6.58,83.47,38.52,282.72,86.09,0.0,14,14,1,569
2022,Q2,Galaxy Z Flip5 5G,Yes,Latin America,24948,,3.51,89.68,53.4,284.12,72.56,0.0,14,15,2,570
2022,Q3,Galaxy S10,No,Asia-Pacific,10671,,0.25,50.83,26.94,249.36,77.13,0.0,15,1,1,571
2022,Q3,Galaxy Note10,No,Middle East & Africa,27006,,3.600.000.000.000.000,70.18,-0.05,179.88,63.620.000.000.000.000,0.0,15,2,3,572
2022,Q3,Galaxy S20,No,Asia-Pacific,35658,14607494.42,11.800.000.000.000.000,33.54,9.96,232.38,66.96,2921498.884,15,3,1,573
2022,Q3,Galaxy Note20,No,North America,8330,26191927.65,4,73.87,24.35,169.49,53.29,5238385.53,15,4,4,574
